CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Level_of_similarity	Level_of_confidence
C0006142	C0079744	Malignant neoplasm of breast	Diffuse Large B-Cell Lymphoma	309961	24275	564	1	3
C0392514	C3469186	Hereditary hemochromatosis	"HEMOCHROMATOSIS, TYPE 1"	9950	590	560	0	1
C0013575	C0038015	Ectodermal Dysplasia	Spondyloepiphyseal Dysplasia	5832	29077	560	0	3
C0013575	C0026760	Ectodermal Dysplasia	Multiple Epiphyseal Dysplasia	5832	29049	560	0	2
C0018051	C0206661	Gonadal Dysgenesis	Gonadoblastoma	13319	766	556	1	2
C0041341	C0751674	Tuberous Sclerosis	Lymphangioleiomyomatosis	9017	1643	554	1	2
C0014527	C0432322	Epidermolysis Bullosa	"Dominant dystrophic epidermolysis bullosa, albopapular type"	5786	551	551	0	1
C0011053	C0018798	Deafness	Congenital Heart Defects	39032	147610	547	1	3
C0001623	C0001627	Adrenal gland hypofunction	Congenital adrenal hyperplasia	16254	7843	543	0	2
C0007115	C0025269	Malignant neoplasm of thyroid	Multiple Endocrine Neoplasia Type 2b	67377	813	542	1	3
C0236642	C0751072	Pick Disease of the Brain	Frontotemporal Lobar Degeneration	1447	4875	542	0	3
C1833056	C4016925	"Obesity, early-onset"	"OBESITY, AGE AT ONSET OF"	1101	4074	542	0	2
C0029124	C0338508	Optic Atrophy	"Optic Atrophy, Autosomal Dominant"	9608	541	541	0	1
C0221355	C3151356	Macrocephaly	"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION"	2264	112283	540	1	2
C0025362	C0221355	Mental Retardation	Macrocephaly	112283	2264	540	1	2
C0007194	C0007196	Hypertrophic Cardiomyopathy	Restrictive cardiomyopathy	18881	1984	539	0	2
C0268390	C0343068	Muckle-Wells Syndrome	Familial cold urticaria	653	582	537	0	1
C0002395	C3549448	Alzheimer's Disease	"ALZHEIMER DISEASE, PROTECTION AGAINST"	139725	537	537	0	1
C0266642	C4228353	Situs ambiguus	Cardiac malformations	796	168650	534	1	2
C0020676	C0151516	Hypothyroidism	Thyroid Hypoplasia	42860	1122	532	0	3
C0027819	C0030567	Neuroblastoma	Parkinson Disease	39783	73702	532	0	3
C0339573	C1863926	"Glaucoma, Primary Open Angle"	"GLAUCOMA 1, OPEN ANGLE, F"	16652	532	531	0	1
C0005283	C0271980	beta Thalassemia	beta^0^ Thalassemia	14284	529	526	0	1
C0007102	C0007134	Malignant tumor of colon	Renal Cell Carcinoma	85229	47304	525	0	3
C0079474	C0432322	Hallopeau-Siemens Disease	"Dominant dystrophic epidermolysis bullosa, albopapular type"	1183	551	524	0	1
C0020473	C0023817	Hyperlipidemia	Hyperlipoproteinemia Type I	77353	528	523	0	1
C0079294	C0432322	Epidermolysis Bullosa Dystrophica	"Dominant dystrophic epidermolysis bullosa, albopapular type"	1176	551	522	0	2
C0030305	C0238339	Pancreatitis	Hereditary pancreatitis	65210	522	522	0	1
C0013575	C4083050	Ectodermal Dysplasia	Tooth agenesis	5832	12777	521	1	2
C0009207	C0043346	Cockayne Syndrome	Xeroderma Pigmentosum	1225	6100	520	1	3
C0268390	C0409818	Muckle-Wells Syndrome	"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome"	653	557	519	0	1
C0029434	C0029456	Osteogenesis Imperfecta	Osteoporosis	5398	81415	517	0	1
C2675518	C2675519	Adiponectin Deficiency	Hypoadiponectinemia	617	517	517	0	1
C0023931	C0029456	Lobstein's Disease	Osteoporosis	5402	81415	517	1	3
C0017668	C0027721	Focal glomerulosclerosis	Lipoid nephrosis	7182	2552	515	1	2
C0020473	C0029456	Hyperlipidemia	Osteoporosis	77353	81415	514	1	1
C0027051	C0162872	Myocardial Infarction	"Aortic Aneurysm, Thoracic"	234627	19227	514	1	2
C0035334	C3151107	Retinitis Pigmentosa	RETINITIS PIGMENTOSA 40	10816	512	512	0	1
C0011860	C0346156	"Diabetes Mellitus, Non-Insulin-Dependent"	Benign neoplasm of breast	142114	314690	512	1	1
C0026760	C0029408	Multiple Epiphyseal Dysplasia	Degenerative polyarthritis	29049	79407	511	1	2
C0343068	C0409818	Familial cold urticaria	"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome"	582	557	510	0	1
C0149521	C1969419	"Pancreatitis, Chronic"	"PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO"	20064	510	510	0	1
C0030305	C1969419	Pancreatitis	"PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO"	65210	510	510	0	1
C0206157	C0546264	"Myopathies, Nemaline"	Congenital Fiber Type Disproportion	581	1352	509	1	3
C0006142	C0011860	Malignant neoplasm of breast	"Diabetes Mellitus, Non-Insulin-Dependent"	309961	142114	505	1	3
C0338451	C0393570	Frontotemporal dementia	Corticobasal degeneration	7582	1556	503	1	2
C0403397	C3496337	Steroid-resistant nephrotic syndrome	Idiopathic Nephrotic Syndrome	1278	4523	502	0	3
C0878544	C0917713	Cardiomyopathies	Becker Muscular Dystrophy	89623	11109	501	0	3
C0002395	C0236642	Alzheimer's Disease	Pick Disease of the Brain	139725	1447	500	0	1
C0268390	C2316212	Muckle-Wells Syndrome	Cryopyrin-Associated Periodic Syndromes	653	499	498	0	1
C0343068	C2316212	Familial cold urticaria	Cryopyrin-Associated Periodic Syndromes	582	499	498	0	1
C0021359	C0085584	Infertility	Encephalopathies	89090	600000	498	1	3
C0339510	C2745945	Vitelliform Macular Dystrophy	Juvenile-Onset Vitelliform Macular Dystrophy	497	497	497	0	1
C0339510	C1842914	Vitelliform Macular Dystrophy	Adult-Onset Vitelliform Macular Dystrophy	497	497	497	0	1
C1842914	C2745945	Adult-Onset Vitelliform Macular Dystrophy	Juvenile-Onset Vitelliform Macular Dystrophy	497	497	497	0	1
C0409818	C2316212	"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome"	Cryopyrin-Associated Periodic Syndromes	557	499	497	0	1
C0079541	C1840528	Holoprosencephaly	HOLOPROSENCEPHALY 4	2050	496	496	0	1
C0032580	C4228834	Adenomatous Polyposis Coli	"Colorectal adenomas, multiple"	8907	1688	496	1	2
C0025269	C0238462	Multiple Endocrine Neoplasia Type 2b	Medullary carcinoma of thyroid	813	7190	495	0	1
C0029408	C0038015	Degenerative polyarthritis	Spondyloepiphyseal Dysplasia	79407	29077	495	1	2
C0008312	C0268312	Primary biliary cirrhosis	Progressive intrahepatic cholestasis	14020	1170	494	1	3
C0036161	C0268274	Sandhoff Disease	"Gangliosidoses, GM2"	711	1749	493	1	3
C0268274	C0751490	"Gangliosidoses, GM2"	Infantile Sandhoff Disease	1749	711	493	1	2
C0029434	C0268362	Osteogenesis Imperfecta	Osteogenesis imperfecta type III	5398	492	492	0	1
C0023931	C0268362	Lobstein's Disease	Osteogenesis imperfecta type III	5402	492	492	0	1
C0266463	C1969029	Lissencephaly	Lissencephaly 3	1515	491	491	0	1
C0265326	C3551377	Bannayan-Riley-Ruvalcaba Syndrome	COWDEN DISEASE 1	1822	634	489	0	1
C0085580	C2973725	Essential Hypertension	Pulmonary arterial hypertension	31557	19359	489	0	2
C0002878	C0271980	"Anemia, Hemolytic"	beta^0^ Thalassemia	74976	529	486	1	3
C0338451	C0752347	Frontotemporal dementia	Lewy Body Disease	7582	5198	485	1	3
C0018553	C3551377	"Hamartoma Syndrome, Multiple"	COWDEN DISEASE 1	1768	634	483	1	2
C0007194	C1861863	Hypertrophic Cardiomyopathy	"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3"	18881	482	482	0	1
C0949658	C1861863	"Cardiomyopathy, Hypertrophic, Familial"	"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3"	1512	482	482	0	1
C2985437	C3151055	Null Allele	"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"	9483	600000	481	1	2
C0024305	C0027819	"Lymphoma, Non-Hodgkin"	Neuroblastoma	104075	39783	481	1	3
C0023895	C0270726	Liver diseases	Alexander Disease	587815	9784	480	1	2
C0009402	C0021655	Colorectal Carcinoma	Insulin Resistance	201452	113459	479	1	1
C0268337	C0268338	"Ehlers-Danlos syndrome, type 3"	"Ehlers-Danlos Syndrome, Type IV"	478	3717	478	0	1
C0010273	C3151356	Craniofacial Dysostosis	"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION"	5697	112283	476	1	2
C0013264	C0878544	"Muscular Dystrophy, Duchenne"	Cardiomyopathies	10808	89623	476	1	3
C0011854	C0878544	"Diabetes Mellitus, Insulin-Dependent"	Cardiomyopathies	92179	89623	475	1	3
C0002878	C4017465	"Anemia, Hemolytic"	HEINZ BODY HEMOLYTIC ANEMIA	74976	484	474	0	2
C0017658	C0019061	Glomerulonephritis	Hemolytic-Uremic Syndrome	53020	7975	474	0	3
C0162809	C3550478	Kallmann Syndrome	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA	855	10033	473	1	2
C0006142	C0027051	Malignant neoplasm of breast	Myocardial Infarction	309961	234627	473	1	1
C0079744	C0085584	Diffuse Large B-Cell Lymphoma	Encephalopathies	24275	600000	470	1	2
C0025268	C0025269	Multiple Endocrine Neoplasia Type 2a	Multiple Endocrine Neoplasia Type 2b	1655	813	470	0	2
C0007134	C0085584	Renal Cell Carcinoma	Encephalopathies	47304	600000	469	1	3
C0018965	C1567741	Hematuria	Alport Syndrome	24388	2387	465	1	2
C0018798	C3280781	Congenital Heart Defects	ATRIOVENTRICULAR SEPTAL DEFECT 4	147610	531	464	1	2
C0028326	C1853120	Noonan Syndrome	Noonan Syndrome 4	2113	461	461	0	1
C0005684	C0007115	Malignant neoplasm of urinary bladder	Malignant neoplasm of thyroid	59248	67377	461	0	2
C0085390	C1835398	Li-Fraumeni Syndrome	LI-FRAUMENI SYNDROME 1	1216	454	454	0	1
C0029925	C0376358	Ovarian Carcinoma	Malignant neoplasm of prostate	34444	120279	454	1	3
C0009402	C0031269	Colorectal Carcinoma	Peutz-Jeghers Syndrome	201452	2377	453	1	3
C0020758	C1274215	Congenital ichthyosis	Autosomal recessive ichthyosis	2123	638	451	0	3
C1706595	C1721007	"Pachyonychia Congenita, Jadassohn Lewandowsky Type"	"Pachyonychia Congenita, Type 2"	450	450	450	0	1
C0265334	C1721007	Pachyonychia Congenita	"Pachyonychia Congenita, Type 2"	450	450	450	0	1
C0265334	C1706595	Pachyonychia Congenita	"Pachyonychia Congenita, Jadassohn Lewandowsky Type"	450	450	450	0	1
C0004245	C3151464	Atrioventricular Block	"ATRIAL FIBRILLATION, FAMILIAL, 10"	12755	15668	448	1	2
C0162809	C3552343	Kallmann Syndrome	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA	855	9361	447	1	2
C0020676	C0241889	Hypothyroidism	Family history	42860	117019	447	1	2
C0040034	C0043194	Thrombocytopenia	Wiskott-Aldrich Syndrome	70120	3284	441	0	1
C0002726	C0007286	Amyloidosis	Carpal Tunnel Syndrome	28634	10241	441	1	2
C0040038	C0242666	Thromboembolism	Protein S Deficiency	70934	1682	441	1	2
C0031511	C3149711	Pheochromocytoma	"PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO"	21435	440	440	0	1
C0020557	C4016963	Hypertriglyceridemia	"HYPERTRIGLYCERIDEMIA, SUSCEPTIBILITY TO"	14669	439	439	0	1
C0042974	C1282968	von Willebrand Disease	"von Willebrand Disease, Type 2A"	11553	438	438	0	1
C1836635	C2697932	Loeys-Dietz Aortic Aneurysm Syndrome	Loeys-Dietz Syndrome	436	451	436	0	1
C0020443	C0020676	Hypercholesterolemia	Hypothyroidism	42411	42860	436	0	3
C0282193	C3469186	Iron Overload	"HEMOCHROMATOSIS, TYPE 1"	17943	590	435	1	3
C0010054	C2973725	Coronary Arteriosclerosis	Pulmonary arterial hypertension	165082	19359	434	1	3
C0024623	C4229681	Malignant neoplasm of stomach	Increased risk of colorectal cancer	103330	11873	434	1	2
C0009363	C0155299	Congenital ocular coloboma	Coloboma of optic disc	3056	432	432	0	1
C0747102	C2751825	Ovarian failure	PREMATURE OVARIAN FAILURE 7	7254	646	432	0	2
C0004238	C1142166	Atrial Fibrillation	Brugada Syndrome	72805	4775	431	1	2
C0024796	C4016054	Marfan Syndrome	"MARFAN SYNDROME, NEONATAL"	7116	429	429	0	1
C0031269	C0346429	Peutz-Jeghers Syndrome	Multiple malignancy	2377	215327	429	1	2
C0162809	C3552574	Kallmann Syndrome	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA	855	8981	428	1	2
C0085390	C1836482	Li-Fraumeni Syndrome	Li-Fraumeni Syndrome 2	1216	427	427	0	1
C0079541	C1864827	Holoprosencephaly	HOLOPROSENCEPHALY 5	2050	425	425	0	1
C0011195	C0270922	Dejerine-Sottas Disease	Peripheral demyelinating neuropathy	6822	2245	425	1	2
C0010273	C3714756	Craniofacial Dysostosis	Intellectual Disability	5697	97825	425	1	2
C0002395	C0020443	Alzheimer's Disease	Hypercholesterolemia	139725	42411	424	1	1
C0220710	C0268635	Medium-chain acyl-coenzyme A dehydrogenase deficiency	Acyl-CoA dehydrogenase deficiency	438	1646	422	0	2
C0000768	C0005586	Congenital Abnormality	Bipolar Disorder	591498	48102	421	1	1
C0279702	C1266042	Conventional (Clear Cell) Renal Cell Carcinoma	Chromophobe Renal Cell Carcinoma	420	47304	420	0	1
C0242383	C1842914	Age related macular degeneration	Adult-Onset Vitelliform Macular Dystrophy	29421	497	420	0	3
C0023895	C0264886	Liver diseases	Conduction disorder of the heart	587815	91340	420	1	3
C0242383	C2745945	Age related macular degeneration	Juvenile-Onset Vitelliform Macular Dystrophy	29421	497	420	0	2
C0242383	C0339510	Age related macular degeneration	Vitelliform Macular Dystrophy	29421	497	420	0	3
C0037771	C0037772	"Paraparesis, Spastic"	Spastic Paraplegia	3630	21054	419	0	3
C0006142	C0025286	Malignant neoplasm of breast	Meningioma	309961	22162	418	1	3
C0002878	C1527405	"Anemia, Hemolytic"	Erythrocytosis	74976	14085	417	1	3
C0270911	C4016264	"Charcot-Marie-Tooth Disease, Type Ia"	"DEJERINE-SOTTAS SYNDROME, AUTOSOMAL DOMINANT"	4570	891	416	0	1
C0270912	C4016264	"Charcot-Marie-Tooth Disease, Type Ib"	"DEJERINE-SOTTAS SYNDROME, AUTOSOMAL DOMINANT"	4570	891	416	0	1
C0007959	C4016264	Charcot-Marie-Tooth Disease	"DEJERINE-SOTTAS SYNDROME, AUTOSOMAL DOMINANT"	4570	891	416	1	2
C0000768	C0014859	Congenital Abnormality	Esophageal Neoplasms	591498	53754	415	1	1
C0023467	C0079744	"Leukemia, Myelocytic, Acute"	Diffuse Large B-Cell Lymphoma	73162	24275	415	1	3
C0028326	C1969057	Noonan Syndrome	Noonan Syndrome 5	2113	414	414	0	1
C0009402	C0011860	Colorectal Carcinoma	"Diabetes Mellitus, Non-Insulin-Dependent"	201452	142114	414	1	1
C0018798	C0020676	Congenital Heart Defects	Hypothyroidism	147610	42860	413	1	1
C0019562	C1332900	Von Hippel-Lindau Syndrome	Cerebellar hemangioblastoma	4082	907	412	0	1
C0007115	C0027819	Malignant neoplasm of thyroid	Neuroblastoma	67377	39783	412	0	3
C0162809	C3553841	Kallmann Syndrome	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA	855	7784	411	1	2
C0039743	C2674173	Thanatophoric Dysplasia	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	502	2697	410	1	2
C0001080	C0039743	Achondroplasia	Thanatophoric Dysplasia	2697	502	410	1	2
C0023467	C0836924	"Leukemia, Myelocytic, Acute"	Thrombocytosis	73162	7671	409	1	3
C0023461	C0221013	"Leukemia, Mast-Cell"	"Mastocytosis, Systemic"	1772	2170	408	1	2
C0020550	C0028754	Hyperthyroidism	Obesity	47384	294455	407	1	3
C0018799	C3275844	Heart Diseases	"DIABETES MELLITUS, TYPE II, SUSCEPTIBILITY TO"	600000	6764	407	1	2
C0011860	C0036341	"Diabetes Mellitus, Non-Insulin-Dependent"	Schizophrenia	142114	134381	407	1	1
C0018965	C1567744	Hematuria	"Alport Syndrome, Autosomal Recessive"	24388	2094	406	1	2
C0038015	C0268362	Spondyloepiphyseal Dysplasia	Osteogenesis imperfecta type III	29077	492	405	1	3
C0242383	C3809654	Age related macular degeneration	"MACULAR DEGENERATION, AGE-RELATED, REDUCED RISK OF"	29421	405	405	0	1
C0026760	C0268362	Multiple Epiphyseal Dysplasia	Osteogenesis imperfecta type III	29049	492	405	1	3
C0265326	C1866398	Bannayan-Riley-Ruvalcaba Syndrome	Proteus-Like Syndrome	1822	729	404	0	1
C0085261	C0265326	Proteus Syndrome	Bannayan-Riley-Ruvalcaba Syndrome	729	1822	404	1	2
C0005684	C0029925	Malignant neoplasm of urinary bladder	Ovarian Carcinoma	59248	34444	403	0	3
C1533041	C1856439	Primary congenital glaucoma	"GLAUCOMA 3, PRIMARY CONGENITAL, A"	852	402	402	0	1
C0002895	C3888302	"Anemia, Sickle Cell"	HEMOGLOBIN S PHENOTYPE	22645	520	401	0	1
C0011860	C2239176	"Diabetes Mellitus, Non-Insulin-Dependent"	Liver carcinoma	142114	130028	400	1	1
C0238462	C1833921	Medullary carcinoma of thyroid	Familial medullary thyroid carcinoma	7190	398	398	0	1
C0549473	C1833921	Thyroid carcinoma	Familial medullary thyroid carcinoma	68555	398	398	0	1
C0006142	C0015625	Malignant neoplasm of breast	Fanconi Anemia	309961	4899	397	1	3
C0008533	C0040053	Hemophilia B	Thrombosis	4899	206016	396	1	3
C0268318	C3549845	Cholestasis of pregnancy	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1"	2082	393	393	0	1
C0018965	C1567742	Hematuria	"Alport Syndrome, X-Linked"	24388	2064	393	1	2
C0002994	C0020538	Angioedema	Hypertensive disease	7733	480148	393	1	2
C0026850	C4016477	Muscular Dystrophy	INTERMEDIATE MUSCULAR DYSTROPHY	33784	393	393	0	1
C0018553	C1866398	"Hamartoma Syndrome, Multiple"	Proteus-Like Syndrome	1768	729	393	0	1
C0018553	C0085261	"Hamartoma Syndrome, Multiple"	Proteus Syndrome	1768	729	393	1	2
C0006142	C0035412	Malignant neoplasm of breast	Rhabdomyosarcoma	309961	13631	393	1	3
C0263505	C1859877	Alopecia universalis	Alopecia universalis congenita	392	392	392	0	1
C0001193	C0010273	Apert syndrome	Craniofacial Dysostosis	1769	5697	390	0	3
C0010273	C0220658	Craniofacial Dysostosis	Pfeiffer Syndrome	5697	2199	388	1	2
C0034345	C3714756	Pyruvate Dehydrogenase Complex Deficiency Disease	Intellectual Disability	525	97825	386	1	2
C0008780	C1837618	Ciliary Motility Disorders	"CILIARY DYSKINESIA, PRIMARY, 3"	2201	504	384	0	3
C0020676	C1561643	Hypothyroidism	Chronic Kidney Diseases	42860	133158	384	1	1
C0007134	C0031511	Renal Cell Carcinoma	Pheochromocytoma	47304	21435	384	1	3
C0007194	C1861862	Hypertrophic Cardiomyopathy	"Cardiomyopathy, Familial Hypertrophic, 4"	18881	383	383	0	1
C0949658	C1861862	"Cardiomyopathy, Hypertrophic, Familial"	"Cardiomyopathy, Familial Hypertrophic, 4"	1512	383	383	0	1
C0027819	C2239176	Neuroblastoma	Liver carcinoma	39783	130028	382	1	3
C3550019	C3554241	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 3"	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3"	381	381	381	0	1
C0268318	C3554241	Cholestasis of pregnancy	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3"	2082	381	381	0	1
C0268318	C3550019	Cholestasis of pregnancy	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 3"	2082	381	381	0	1
C0008372	C3554241	Intrahepatic Cholestasis	"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3"	15090	381	381	0	1
C0020445	C0020538	"Hypercholesterolemia, Familial"	Hypertensive disease	8959	480148	380	1	2
C0029422	C0039743	Osteochondrodysplasias	Thanatophoric Dysplasia	28883	502	380	1	2
C1136249	C1845333	"Mental Retardation, X-Linked"	"Mental Retardation, X-Linked 45"	14636	380	380	0	1
C0022735	C3553841	Klinefelter Syndrome	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA	4232	7784	380	1	2
C0004352	C0035372	Autistic Disorder	Rett Syndrome	21522	3467	380	1	3
C0009402	C2674950	Colorectal Carcinoma	"LUNG CANCER, SUSCEPTIBILITY TO"	201452	5827	379	1	2
C0007194	C0011847	Hypertrophic Cardiomyopathy	Diabetes	18881	600000	379	1	3
C0007115	C1833921	Malignant neoplasm of thyroid	Familial medullary thyroid carcinoma	67377	398	378	0	2
C1851512	C3838076	"EMPHYSEMA, SUSCEPTIBILITY TO"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE, SUSCEPTIBILITY TO"	573	1695	378	0	2
C0751778	C2673257	"Myoclonic Epilepsies, Progressive"	"EPILEPSY, PROGRESSIVE MYOCLONIC 3"	1475	452	377	0	2
C0270912	C0270922	"Charcot-Marie-Tooth Disease, Type Ib"	Peripheral demyelinating neuropathy	4570	2245	377	1	2
C0039445	C3553943	Hereditary hemorrhagic telangiectasia	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	3641	168719	377	1	2
C0017495	C0022336	Gerstmann-Straussler-Scheinker Disease	Creutzfeldt-Jakob disease	649	7921	377	0	3
C0034960	C2749345	Refsum Disease	"Refsum Disease, Adult, 1"	970	376	376	0	1
C1834156	C1856857	"ISCHEMIC HEART DISEASE, SUSCEPTIBILITY TO"	"STROKE, ISCHEMIC, SUSCEPTIBILITY TO"	7094	2084	376	0	1
C0796224	C2931498	"MENTAL RETARDATION, X-LINKED 18"	"Mental Retardation, X-Linked 1"	818	5393	376	0	1
C1333990	C1333991	Hereditary Nonpolyposis Colorectal Cancer	Hereditary Non-Polyposis Colon Cancer Type 2	4869	516	376	0	1
C0150312	C0158646	Present	Cleft palate with cleft lip	600000	15183	376	1	2
C0020626	C0221002	Hypoparathyroidism	"Hyperparathyroidism, Primary"	8473	10962	376	1	3
C0175700	C2751826	Multiple synostosis syndrome	Multiple Synostoses Syndrome 3	1262	382	375	0	1
C0236642	C0750901	Pick Disease of the Brain	"Alzheimer Disease, Early Onset"	1447	98242	374	0	3
C0017638	C0029463	Glioma	Osteosarcoma	87189	33353	373	1	3
C0006142	C0020459	Malignant neoplasm of breast	Hyperinsulinism	309961	81647	372	1	3
C0023976	C0038644	Long QT Syndrome	Sudden infant death syndrome	9236	11589	371	1	3
C0023467	C0024899	"Leukemia, Myelocytic, Acute"	Mastocytosis	73162	6995	370	1	2
C0029434	C0268363	Osteogenesis Imperfecta	Osteogenesis imperfecta type IV	5398	369	369	0	1
C0023931	C0268363	Lobstein's Disease	Osteogenesis imperfecta type IV	5402	369	369	0	1
C0028326	C2750732	Noonan Syndrome	Noonan Syndrome 6	2113	369	369	0	1
C0085110	C4013949	Severe Combined Immunodeficiency	IMMUNODEFICIENCY 30	7990	23466	367	0	3
C0002982	C0033847	Angioid Streaks	Pseudoxanthoma Elasticum	767	1837	367	1	2
C0238462	C0242379	Medullary carcinoma of thyroid	Malignant neoplasm of lung	7190	261819	367	1	3
C0035335	C0149925	Retinoblastoma	Small cell carcinoma of lung	21336	69981	366	1	3
C0004096	C4017540	Asthma	"ALLERGIC RHINITIS, SUSCEPTIBILITY TO"	175845	539	365	1	2
C0272236	C1720956	Hyperimmunoglobulin M syndrome	"Hyper-IgM Immunodeficiency Syndrome, Type 2"	384	364	364	0	1
C0011053	C3711374	Deafness	Nonsyndromic Deafness	39032	364	364	0	1
C0272236	C1720957	Hyperimmunoglobulin M syndrome	"Hyper-IgM Immunodeficiency Syndrome, Type 3"	384	364	364	0	1
C0272236	C1720958	Hyperimmunoglobulin M syndrome	"Hyper-IgM Immunodeficiency Syndrome, Type 5"	384	364	364	0	1
C0346429	C1168401	Multiple malignancy	Squamous cell carcinoma of the head and neck	215327	7214	364	1	2
